Label,IQR chroma_cqt,IQR chroma_stft,IQR mfcc,IQR rms,Kurtosis chroma_cqt,Kurtosis chroma_stft,Kurtosis mfcc,Kurtosis rms,Max chroma_cqt,Max chroma_stft,Max mfcc,Max rms,Mean chroma_cqt,Mean chroma_stft,Mean mfcc,Mean rms,Median chroma_cqt,Median chroma_stft,Median mfcc,Median rms,MinMax chroma_cqt,MinMax chroma_stft,MinMax mfcc,MinMax rms,Quartile 1 chroma_cqt,Quartile 1 chroma_stft,Quartile 1 mfcc,Quartile 1 rms,Quartile 3 chroma_cqt,Quartile 3 chroma_stft
artifact,0.3494358137249946,0.4138158001005649,28.80145287513733,0.004297730163671,-0.7362147251871165,-0.3817991551368056,8.742008348993727,23.317092914468983,1.0,1.0,332.58215,0.047070764,0.5409282,0.3676836,-19.070288,0.009522998,0.49715364,0.27435595,-5.275201,0.008799657,0.90463537,0.9981553,859.83984,0.04375007,0.3534633740782738,0.1274545304477214,-22.13745212554932,0.0066340909106656,0.7028991878032684,0.5412703305482864
artifact,0.219701200723648,0.3374542444944381,26.52801942825317,0.3673437163233757,-0.2240291542654229,-0.6092688189017328,9.014695092296984,-0.9371508154313712,1.0,1.0,336.80518,0.4764861,0.7600379,0.6167267,0.15537594,0.3254034,0.76994073,0.62362915,-3.4180217,0.42327034,0.75564826,0.97448,686.8716,0.45457193,0.6584013998508453,0.4575751721858978,-17.432397842407227,0.0702341347932815,0.8781026005744934,0.795029416680336
artifact,0.2804940193891525,0.38565793633461,24.15341067314148,0.0280028753913939,-0.7127027552632579,-0.8467732237845631,7.031964272701051,0.1446150929092358,1.0,1.0,289.89148,0.09523531,0.6577585,0.5248607,-13.809,0.03151771,0.64617074,0.4918813,-6.8796105,0.0352221,0.8534338,0.97758716,717.21484,0.0882071,0.5170377194881439,0.321610078215599,-20.91129398345948,0.0122429621405899,0.7975317388772964,0.707268014550209
artifact,0.1991710662841797,0.2849456518888473,28.317792415618896,0.0614876300096511,2.569121835280505,-0.7010903125607726,11.979635049999304,0.5600314358605738,1.0,1.0,346.82318,0.5743677,0.76318324,0.68862826,-2.7055311,0.21129067,0.7736483,0.6843201,-1.9628108,0.23728012,0.9581193,0.86547965,941.813,0.5742905,0.6781596839427948,0.5499095022678375,-17.528754711151123,0.2060654908418655,0.8773307502269745,0.8348551541566849
artifact,0.226474717259407,0.3545339703559875,10.01321306824684,0.0360893059114459,0.0844015660902317,-0.9267808721662876,14.909414237817902,7.440958001316885,1.0,1.0,310.98132,0.44388497,0.76112133,0.63696605,-16.278868,0.037972316,0.77116346,0.6360748,-1.8735368,0.006544296,0.8828988,0.94782376,864.1886,0.443783,0.6565039455890656,0.4617448300123214,-8.24744439125061,0.0009631438588257,0.8829786628484726,0.816278800368309
artifact,0.5932032656855881,0.3061658966471441,27.70751571655273,0.3716950106900185,-1.0402535010123666,0.6630521417282695,11.500675682560749,-1.3107787031529474,1.0,1.0,242.0669,0.546658,0.36958995,0.22845386,-15.925993,0.19061494,0.36338246,0.060585067,-3.3507648,0.046123542,0.9987532,0.9999955,649.0667,0.5439201,0.0176273244433105,0.0036392059992067,-17.683786392211914,0.00851492700167,0.6108305901288986,0.3098051026463508
artifact,0.1106326356530189,0.515019528567791,20.457688212394714,0.0352191366255283,5.134796205162438,-1.0914634028091972,6.520958448721656,0.0553710396536555,1.0,1.0,274.91287,0.32499036,0.27093858,0.46502182,-3.2619045,0.23632167,0.19219832,0.39704573,-6.49745,0.2368944,0.9246916,0.9715544,543.5593,0.1695877,0.152849018573761,0.2057533785700798,-13.74259352684021,0.218587327748537,0.2634816542267799,0.7207729071378708
artifact,0.1937182545661926,0.2642299979925155,7.302417695522308,6.766949809389189e-07,2.5367557998194616,-0.7638027977261812,14.873917289142824,80.43484103671003,1.0,1.0,289.56787,0.0038333863,0.78180915,0.7022356,-41.010963,6.332711e-05,0.79186213,0.69480807,1.8217454,2.158972e-05,0.92118776,0.8922359,1219.8408,0.0038183527,0.696262001991272,0.570634663105011,-2.061967670917511,2.125003811670468e-05,0.8899802565574646,0.8348646610975266
artifact,0.2496540327556431,0.2409437392852851,30.56919610500336,0.0226703062653541,1.365055282425824,1.6030462267768648,8.952715361542486,15.372946425910463,1.0,1.0,233.19995,0.515606,0.2182374,0.18424885,-20.13453,0.48892447,0.06254476,0.011368955,-19.807085,0.4949376,0.99877214,0.999999,648.0792,0.2037712,0.0221724952571094,0.0004243868388584,-27.762407779693604,0.4815414175391197,0.2718265280127525,0.2413681261241436
artifact,0.3303270018659532,0.2399764406582107,24.390401124954224,0.0283526331186294,1.062872976921689,1.1053011401298898,9.114840427580058,5.341396188200182,1.0,1.0,226.24942,0.50544626,0.22773705,0.19763076,-21.140821,0.48298255,0.07315527,0.013284324,-18.629696,0.49428573,0.99918556,0.9999963,627.1909,0.20845497,0.0144040011800825,0.0004165758291492,-27.31307029724121,0.472441166639328,0.3447310030460357,0.24039301648736
artifact,0.2211299836635589,0.3462583869695663,22.226815938949585,0.0002844023620127,-0.7337095787182082,-0.8162200755415356,11.71947206237422,22.050223644634567,1.0,1.0,316.00116,0.0059488714,0.7374534,0.6133307,-24.889217,0.00080283644,0.72727966,0.59895766,-1.5944898,0.00065932097,0.7199445,0.9678525,1027.262,0.0056157024,0.6260931491851807,0.4410978257656097,-14.091310262680054,0.000481602801301,0.8472231328487396,0.7873562127351761
artifact,0.2212146520614624,0.3850593566894531,27.700432777404785,0.0002689241373445,-0.5941109066994588,-0.8985838106678123,10.472962815477684,41.61940054660633,1.0,1.0,306.73972,0.0051402845,0.7303875,0.5501428,-25.42864,0.0012963918,0.7242731,0.5273756,-4.857294,0.0012148857,0.78152156,0.97821057,978.13684,0.0043126713,0.621443584561348,0.3513482809066772,-20.290764808654785,0.0010969178692903,0.8426582366228104,0.7364076375961304
artifact,0.2481992840766906,0.4606640934944153,17.778472423553467,0.0710125686600804,-0.7782690172648348,-1.1175384300824678,10.415685346352264,8.368602361516352,1.0,1.0,305.34393,0.54671085,0.7263826,0.546896,-7.2160215,0.07425287,0.7207206,0.5343802,-2.165902,0.040869378,0.77368706,0.9888778,833.25104,0.5466489,0.602885439991951,0.3172855228185653,-9.452556133270264,0.0241034505888819,0.8510847240686417,0.7779496163129807
artifact,0.3504243791103363,0.4347966164350509,22.10932564735413,0.0013074526796117,-0.8833084739992678,-0.9345087957850744,10.112965281370348,0.7067987182127649,1.0,1.0,290.31683,0.006511135,0.6225755,0.48686862,-22.599852,0.0027637673,0.62972736,0.45287818,-5.071987,0.0025171025,0.9185553,0.992555,939.15344,0.005320622,0.4436030983924866,0.2557834237813949,-15.180317878723145,0.0020332703134045,0.7940274775028229,0.6905800402164459
artifact,0.2744594514369964,0.3836793005466461,20.78365898132324,0.0023794622393324,-0.7541839553118299,-0.9983703016951928,9.378976829803202,30.92179889927128,1.0,1.0,290.25485,0.029876627,0.6658955,0.5858409,-14.686896,0.007706487,0.65070325,0.5631112,-3.8903046,0.007156316,0.8172426,0.93945044,818.9707,0.025869202,0.5247533470392227,0.3902783244848251,-13.369897603988647,0.0062543061794713,0.7992127984762192,0.7739576250314713
artifact,0.2476806938648224,0.3651288151741028,24.49445533752441,0.0004014601581729,-0.7693515613775679,-0.947960329171671,10.921865238375709,18.66633194097599,1.0,1.0,280.3457,0.006004927,0.68861324,0.6221801,-22.802616,0.0015540519,0.67142785,0.61010003,-4.732723,0.0014363099,0.72083986,0.9648939,957.07275,0.0054219933,0.5587165355682373,0.4440431743860245,-17.326748847961426,0.0012497805000748,0.8063972294330597,0.8091719895601273
artifact,0.2298264354467392,0.2842279076576233,9.681208968162537,1.0043904694612138e-06,0.3442642231658563,-0.5169779170895916,15.35979896633118,0.7065083714082117,1.0,1.0,326.53296,0.006940949,0.7516333,0.67906755,-36.52363,0.0009906419,0.76730496,0.67578006,1.3108051,2.1741893e-05,0.8897933,0.9275273,1251.5918,0.006925976,0.6497030854225159,0.5443061292171478,-4.152408599853516,2.134345686499728e-05,0.8795295208692551,0.8285340368747711
artifact,0.2898225486278534,0.4240046665072441,23.01026690006256,0.0057948898174799,-0.8756268567643923,-0.8986625348391026,11.51470140371054,-1.1323754115197926,1.0,1.0,311.4498,0.0127300285,0.6567152,0.4911501,-21.114212,0.0050160727,0.6351211,0.4452654,-3.4215407,0.0057578264,0.790803,0.9773494,1192.8093,0.012714695,0.504625141620636,0.264635719358921,-17.21748399734497,0.001725731708575,0.7944476902484894,0.6886403858661652
artifact,0.245321124792099,0.3836821317672729,27.50687146186829,0.3271575309336185,-0.4489237303467601,-0.9174106611053818,7.553920250850098,-1.6247576999398567,1.0,1.0,311.7661,0.5170743,0.7280297,0.5709108,-5.4670687,0.24834219,0.7356819,0.56154776,-6.8237762,0.32609028,0.82853395,0.9773701,638.0857,0.50026655,0.6115434169769287,0.3766695559024811,-22.64565706253052,0.0580594800412654,0.8568645417690277,0.760351687669754
artifact,0.5557406973093748,0.4862275482155382,19.35839158296585,0.1770755276083946,-1.0597322794685136,-0.3795592972090311,9.133522154949777,-0.0538046521215394,1.0,1.0,254.46321,0.5107446,0.40974173,0.29057884,-18.797981,0.37153688,0.34526837,0.13119507,-13.935701,0.46685654,0.9955159,0.9999903,707.6529,0.5095414,0.1123658884316682,0.0138397603295743,-22.877760887146,0.3133857995271683,0.6681065857410431,0.5000673085451126
artifact,0.4433518359437585,0.2764517421310302,20.59151935577393,0.0241219475865364,-0.3414566610118954,1.0575662459292516,8.171695288850776,24.83646848755981,1.0,1.0,220.2251,0.5082254,0.29895794,0.20302945,-21.31554,0.46336475,0.12977985,0.019355986,-15.962147,0.48126185,0.9956676,0.9999835,640.37024,0.50452954,0.0388922160491347,0.0010003616625908,-26.536030769348145,0.4662620723247528,0.4822440519928932,0.277452103793621
extrahls,0.2277223467826843,0.3011141270399093,17.546180725097656,0.0020926977595081,-0.4174036113017263,-0.7064695962144909,12.759091619659513,6.402404570940266,1.0,1.0,216.2226,0.021403152,0.76153547,0.6985577,-20.780891,0.0026566177,0.7694812,0.7044066,-0.0148627525,0.00067763706,0.76600146,0.90906703,872.2933,0.021013256,0.6542131900787354,0.5545057654380798,-7.607814073562622,0.0006076850258978,0.8819355368614197,0.8556198924779892
extrahls,0.2437388151884079,0.4067952036857605,17.791619420051575,0.0026683750911615,-0.7507977816236004,-1.0655649279513526,13.088592504884808,18.02315699064954,1.0,1.0,229.59848,0.08581807,0.7498415,0.62535894,-14.644036,0.007129332,0.7498633,0.62990296,1.3524542,0.0034172388,0.72636473,0.93179184,767.09534,0.08462787,0.6349463611841202,0.4250904321670532,-4.33756697177887,0.0026214096578769,0.8786851763725281,0.8318856358528137
extrahls,0.2437143176794052,0.2878080606460571,13.17525315284729,3.207713962183334e-05,0.0459931739541534,-0.8256725461167265,14.42681405379422,10.926410113162918,1.0,1.0,299.4217,0.011474329,0.7935979,0.7061294,-32.203587,0.000739049,0.8202934,0.7041117,-0.45446572,7.8743105e-05,0.8492915,0.82420397,1104.8916,0.011429822,0.6879255026578903,0.5674447417259216,-6.412564277648926,7.290776193258353e-05,0.9316398203372956,0.8552528023719788
extrahls,0.2571072280406952,0.3865471258759498,17.146560192108154,0.0036684672813862,-0.6597872188690177,-0.9386615441285162,12.571861661056056,21.18465400907597,1.0,1.0,265.781,0.09353458,0.71485144,0.65924585,-12.266676,0.008046369,0.72180593,0.67146945,4.2528906,0.004646907,0.7655008,0.96091497,823.2373,0.09260456,0.5869999825954437,0.4772931858897209,-2.1567959785461426,0.0034110576380044,0.8441072106361389,0.8638403117656708
extrahls,0.2687919437885284,0.3745782449841499,14.989278078079224,0.0096643122378736,-0.3996035696489328,-0.8080054186691714,13.07920480756739,5.01488614501632,1.0,1.0,246.51752,0.13580087,0.77368927,0.6543258,-13.761346,0.014530231,0.81501424,0.6684598,2.356533,0.0027799893,0.76904523,0.962821,773.2716,0.1348868,0.6546615809202194,0.4778524860739708,-3.344597101211548,0.0017352702561765,0.923453524708748,0.8524307310581207
extrahls,0.2651281058788299,0.3381863683462143,20.3613018989563,0.007521157618612,-0.8453717406910974,-0.831566384146817,11.21637173412934,2.319122620017369,1.0,1.0,280.5783,0.039705783,0.7212193,0.69073236,-12.661307,0.009724803,0.71386606,0.70283157,0.017615467,0.007910152,0.72429407,0.87754476,838.83325,0.03842181,0.5888791531324387,0.5323949307203293,-7.039629936218262,0.0052933278493583,0.8540072590112686,0.8705812990665436
extrahls,0.2685686498880386,0.3632951080799103,17.500236868858337,0.0131333490135148,-0.7249411235933416,-0.8822139874603074,13.666275598404148,2.6772432486750706,1.0,1.0,210.92197,0.10417304,0.75325763,0.67619425,-15.110164,0.014861356,0.7648114,0.6932068,1.9130335,0.0032124156,0.78414696,0.91636014,822.67725,0.103948146,0.6307211816310883,0.5038468688726425,-2.840388417243957,0.0016169435111805,0.8992898315191269,0.8671419769525528
extrahls,0.2579010426998138,0.3859492614865303,15.011391043663023,0.0069479616358876,-0.5029002118141621,-0.9992669445253028,12.87200130968447,4.593520177055731,1.0,1.0,333.54968,0.09831805,0.757171,0.6382251,-16.096941,0.010916469,0.76819944,0.63949335,0.14334014,0.0030534056,0.7981279,0.969703,977.06323,0.09786778,0.636614590883255,0.4521360024809837,-4.868520140647888,0.0018088445067405,0.8945156335830688,0.838085263967514
extrahls,0.2221888303756714,0.3013606667518616,11.778330087661743,0.0012535991118056,-0.1007983934849354,-0.7740704765902757,14.10761577941879,6.785405606778848,1.0,1.0,238.3742,0.02663936,0.7905787,0.70408785,-25.100466,0.0026633644,0.80376995,0.7061521,-0.0054300204,0.00026373277,0.8068393,0.89272213,937.21576,0.026502242,0.6894527971744537,0.5594868659973145,-4.890112519264221,0.0001905052486108,0.9116416275501252,0.860847532749176
extrahls,0.2723816037178039,0.2829730808734894,17.379782676696777,0.0002098039913107,-0.8077098097883924,-0.7281864228123824,13.554783498446817,4.341430431715623,1.0,1.0,247.91808,0.007284167,0.7568357,0.7054885,-29.517239,0.00079588516,0.77843314,0.70384824,-1.2256837,0.00017203114,0.72872996,0.88083327,1012.78577,0.0071785436,0.6255573928356171,0.5682569295167923,-8.971020698547363,0.0001402136404067,0.897938996553421,0.8512300103902817
extrahls,0.2682689130306244,0.3832051455974579,16.335312247276306,0.0052345322619657,-0.7427901697406614,-0.9425862183730128,12.63206801722919,3.347468072093764,1.0,1.0,244.25676,0.04256662,0.698659,0.6541965,-15.559665,0.0069811945,0.69191724,0.66608155,1.1034396,0.0027979664,0.84288156,0.9322916,827.1384,0.041929606,0.5677209049463272,0.4705289602279663,-4.329986453056336,0.0018901897419709,0.8359898179769516,0.8537341058254242
extrahls,0.2497479766607284,0.4292751923203468,19.31031584739685,0.011800488224253,-0.763922134776815,-1.119185293391067,11.935792891545756,7.06843988355806,1.0,1.0,302.02856,0.14996491,0.7347798,0.61687374,-10.357226,0.02012335,0.7307187,0.6165292,1.0078727,0.009407191,0.7556501,0.96756786,791.8822,0.14634107,0.6130087077617645,0.4088726416230201,-4.52999472618103,0.0066078251693397,0.862756684422493,0.838147833943367
extrahls,0.2637186646461487,0.3648386001586914,16.940122604370117,0.0034080719342455,-0.6874342756392755,-0.9275852384227234,14.13317093634678,11.570446681979188,1.0,1.0,218.27466,0.101325326,0.7428721,0.6656252,-17.670437,0.007923956,0.74606043,0.67999756,1.5814462,0.0016525446,0.8062608,0.933185,810.85126,0.10102224,0.6187476217746735,0.4910549819469452,-3.516632080078125,0.0010046387324109,0.8824662864208221,0.8558935821056366
extrahls,0.2603338956832886,0.2946559488773346,10.139060497283936,0.0001793861611076,-0.1426850677320028,-0.7945738203855988,14.792481780318958,14.27393321420291,1.0,1.0,228.7356,0.02388401,0.76854247,0.72079444,-30.75028,0.0012572147,0.7942356,0.7272626,0.92679644,6.942362e-05,0.8572552,0.86086583,991.6258,0.023833826,0.6518950462341309,0.5812913179397583,-3.457373857498169,6.031000339135062e-05,0.9122289419174194,0.8759472668170929
extrahls,0.2699707895517349,0.4310378655791282,17.003234267234802,0.0194797890726476,-0.6190522876353297,-1.0985785954258471,11.661203848918792,8.288760678973544,1.0,1.0,266.17886,0.26727968,0.70739555,0.61082524,-8.400588,0.03275185,0.70865345,0.6086099,1.0060338,0.015324751,0.83231175,0.9579685,709.6719,0.26171353,0.5753193795681,0.4016509428620338,-4.133106350898743,0.0104948307853192,0.8452901691198349,0.8326888084411621
extrahls,0.2353864759206771,0.4066183865070343,19.711020708084103,0.0107297978829592,-0.3860129890824271,-1.0105710384421611,11.578311322241174,0.1871489639241228,1.0,1.0,260.09576,0.031546485,0.7517158,0.63776374,-13.711476,0.009817542,0.7719095,0.6462909,0.20310965,0.006042891,0.7219595,0.94017035,839.1669,0.030069793,0.6467967927455902,0.4447582960128784,-6.564020872116089,0.0032611230853945,0.8821832686662674,0.8513766825199127
extrahls,0.2663572281599045,0.307031974196434,13.561532616615295,0.0027973040560027,-0.4543695985453477,-0.8743125842015953,13.238928310315297,4.913702657284744,1.0,1.0,212.44238,0.036563434,0.77084255,0.6945439,-19.071653,0.004703837,0.79096866,0.7009412,1.0163312,0.0010661739,0.7344835,0.83637637,843.0375,0.036141384,0.6535646766424179,0.5438618063926697,-4.486365437507629,0.0007226074376376,0.9199219048023224,0.8508937805891037
extrahls,0.2382693290710449,0.4197770804166794,18.98406702280045,0.0443455586209893,-0.5050347239954456,-1.0871266386191394,11.380471126424329,3.336543160961366,1.0,1.0,254.61017,0.20254402,0.74384034,0.61570674,-6.2347174,0.04366758,0.7449986,0.624346,3.2993097,0.02431719,0.8089152,0.95011497,721.5132,0.19299456,0.6284994333982468,0.4101754426956177,-2.9945862889289856,0.0169615345075726,0.8667687624692917,0.8299525231122971
extrahls,0.2468819320201873,0.4069490060210228,19.70945286750793,0.0494271707721054,-0.8874004392907295,-1.0190448808323973,11.310303518610514,2.282817104598757,1.0,1.0,254.05028,0.20245835,0.75081193,0.63424236,-5.976726,0.048945006,0.7579565,0.6458088,3.1200686,0.028026503,0.60816044,0.94132644,720.466,0.19178498,0.6309143900871277,0.4376069530844688,-3.243952512741089,0.0159010360948741,0.8777963221073151,0.8445559591054916
murmur,0.3586056977510452,0.2470817267894745,15.356145977973938,0.0093512202147394,-0.890787647510074,-0.0917281557978824,13.834040263296068,1.5135156957659903,1.0,1.0,226.82144,0.050585516,0.5783077,0.7923329,-12.62452,0.010002252,0.55073965,0.8244736,8.645943,0.0038612187,0.93062735,0.85522294,852.48047,0.050193146,0.3917734324932098,0.6849965155124664,2.8474329710006714,0.0021060856524854,0.7503791302442551,0.9320782423019408
